state,party,year
New York,1.0,1978
New York,1.0,1979
New York,1.0,1980
New York,1.0,1981
New York,1.0,1982
New York,1.0,1983
Kentucky,1.0,1974
Kentucky,1.0,1975
Kentucky,1.0,1976
Kentucky,1.0,1977
Kentucky,1.0,1978
Kentucky,1.0,1979
Alaska,0.0,1974
Alaska,0.0,1975
Alaska,0.0,1976
Alaska,0.0,1977
Alaska,0.0,1978
Alaska,0.0,1979
Alaska,0.0,1980
Alaska,0.0,1981
Alaska,0.0,1982
New Jersey,1.0,1974
New Jersey,1.0,1975
New Jersey,1.0,1976
New Jersey,1.0,1977
New Jersey,1.0,1978
New Jersey,1.0,1979
New Jersey,1.0,1980
New Jersey,1.0,1981
New Jersey,1.0,1982
Virginia,0.0,1974
Virginia,0.0,1975
Virginia,0.0,1976
Virginia,0.0,1977
Virginia,1.0,1966
Virginia,1.0,1967
Virginia,1.0,1968
Virginia,1.0,1969
New York,0.0,1973
New York,0.0,1974
New York,0.0,1975
Hawaii,1.0,1973
Hawaii,1.0,1974
Hawaii,1.0,1975
Hawaii,1.0,1976
Hawaii,1.0,1977
Hawaii,1.0,1978
Hawaii,1.0,1979
Hawaii,1.0,1980
Hawaii,1.0,1981
Hawaii,1.0,1982
Hawaii,1.0,1983
Hawaii,1.0,1984
Hawaii,1.0,1985
Hawaii,1.0,1986
Colorado,0.0,1973
Colorado,0.0,1974
Colorado,0.0,1975
Delaware,1.0,1973
Delaware,1.0,1974
Delaware,1.0,1975
Delaware,1.0,1976
Delaware,1.0,1977
Texas,1.0,1973
Texas,1.0,1974
Texas,1.0,1975
Texas,1.0,1976
Texas,1.0,1977
Texas,1.0,1978
Texas,1.0,1979
Indiana,0.0,1973
Indiana,0.0,1974
Indiana,0.0,1975
Indiana,0.0,1976
Indiana,0.0,1977
Indiana,0.0,1978
Indiana,0.0,1979
Indiana,0.0,1980
Indiana,0.0,1981
Illinois,1.0,1973
Illinois,1.0,1974
Illinois,1.0,1975
Illinois,1.0,1976
Illinois,1.0,1977
New Hampshire,0.0,1973
New Hampshire,0.0,1974
New Hampshire,0.0,1975
New Hampshire,0.0,1976
New Hampshire,0.0,1977
New Hampshire,0.0,1978
New Hampshire,0.0,1979
Vermont,1.0,1973
Vermont,1.0,1974
Vermont,1.0,1975
Vermont,1.0,1976
Vermont,1.0,1977
North Dakota,1.0,1973
North Dakota,1.0,1974
North Dakota,1.0,1975
North Dakota,1.0,1976
North Dakota,1.0,1977
North Dakota,1.0,1978
North Dakota,1.0,1979
North Dakota,1.0,1980
North Dakota,1.0,1981
Rhode Island,1.0,1973
Rhode Island,1.0,1974
Rhode Island,1.0,1975
Rhode Island,1.0,1976
Rhode Island,1.0,1977
North Carolina,0.0,1973
North Carolina,0.0,1974
North Carolina,0.0,1975
North Carolina,0.0,1976
North Carolina,0.0,1977
Montana,1.0,1973
Montana,1.0,1974
Montana,1.0,1975
Montana,1.0,1976
Montana,1.0,1977
Montana,1.0,1978
Montana,1.0,1979
Montana,1.0,1980
Montana,1.0,1981
Mississippi,1.0,1972
Mississippi,1.0,1973
Mississippi,1.0,1974
Mississippi,1.0,1975
Mississippi,1.0,1976
Kentucky,1.0,1971
Kentucky,1.0,1972
Kentucky,1.0,1973
Kentucky,1.0,1974
South Carolina,1.0,1971
South Carolina,1.0,1972
South Carolina,1.0,1973
South Carolina,1.0,1974
South Carolina,1.0,1975
Pennsylvania,1.0,1971
Pennsylvania,1.0,1972
Pennsylvania,1.0,1973
Pennsylvania,1.0,1974
Pennsylvania,1.0,1975
Pennsylvania,1.0,1976
Pennsylvania,1.0,1977
Pennsylvania,1.0,1978
Pennsylvania,1.0,1979
Tennessee,0.0,1971
Tennessee,0.0,1972
Tennessee,0.0,1973
Tennessee,0.0,1974
Tennessee,0.0,1975
Georgia,1.0,1971
Georgia,1.0,1972
Georgia,1.0,1973
Georgia,1.0,1974
Georgia,1.0,1975
Arkansas,1.0,1971
Arkansas,1.0,1972
Arkansas,1.0,1973
Arkansas,1.0,1974
Arkansas,1.0,1975
Ohio,1.0,1971
Ohio,1.0,1972
Ohio,1.0,1973
Ohio,1.0,1974
Ohio,1.0,1975
Oklahoma,1.0,1971
Oklahoma,1.0,1972
Oklahoma,1.0,1973
Oklahoma,1.0,1974
Oklahoma,1.0,1975
Nebraska,1.0,1971
Nebraska,1.0,1972
Nebraska,1.0,1973
Nebraska,1.0,1974
Nebraska,1.0,1975
Nebraska,1.0,1976
Nebraska,1.0,1977
Nebraska,1.0,1978
Nebraska,1.0,1979
Connecticut,0.0,1971
Connecticut,0.0,1972
Connecticut,0.0,1973
Connecticut,0.0,1974
Connecticut,0.0,1975
Florida,1.0,1971
Florida,1.0,1972
Florida,1.0,1973
Florida,1.0,1974
Florida,1.0,1975
Florida,1.0,1976
Florida,1.0,1977
Florida,1.0,1978
Florida,1.0,1979
South Dakota,1.0,1971
South Dakota,1.0,1972
South Dakota,1.0,1973
South Dakota,1.0,1974
South Dakota,1.0,1975
South Dakota,1.0,1976
South Dakota,1.0,1977
South Dakota,1.0,1978
Nevada,1.0,1971
Nevada,1.0,1972
Nevada,1.0,1973
Nevada,1.0,1974
Nevada,1.0,1975
Nevada,1.0,1976
Nevada,1.0,1977
Nevada,1.0,1978
Nevada,1.0,1979
Minnesota,1.0,1971
Minnesota,1.0,1972
Minnesota,1.0,1973
Minnesota,1.0,1974
Minnesota,1.0,1975
Minnesota,1.0,1976
Wisconsin,1.0,1971
Wisconsin,1.0,1972
Wisconsin,1.0,1973
Wisconsin,1.0,1974
Wisconsin,1.0,1975
Wisconsin,1.0,1976
Wisconsin,1.0,1977
Alaska,1.0,1970
Alaska,1.0,1971
Alaska,1.0,1972
Alaska,1.0,1973
Alaska,1.0,1974
Alaska,1.0,1959
Alaska,1.0,1960
Alaska,1.0,1961
Alaska,1.0,1962
Alaska,1.0,1963
Alaska,1.0,1964
Alaska,1.0,1965
Alaska,1.0,1966
Virgin Islands,0.0,1970
Virgin Islands,0.0,1971
Virgin Islands,0.0,1972
Virgin Islands,0.0,1973
Virgin Islands,0.0,1974
Virgin Islands,0.0,1975
New Jersey,0.0,1970
New Jersey,0.0,1971
New Jersey,0.0,1972
New Jersey,0.0,1973
New Jersey,0.0,1974
Virginia,0.0,1970
Virginia,0.0,1971
Virginia,0.0,1972
Virginia,0.0,1973
Virginia,0.0,1974
Guam,0.0,1969
Guam,0.0,1970
Guam,0.0,1971
Guam,0.0,1972
Guam,0.0,1973
Guam,0.0,1974
Guam,0.0,1975
Alaska,0.0,1969
Alaska,0.0,1970
Michigan,0.0,1969
Michigan,0.0,1970
Michigan,0.0,1971
Michigan,0.0,1972
Michigan,0.0,1973
Michigan,0.0,1974
Michigan,0.0,1975
Michigan,0.0,1976
Michigan,0.0,1977
Michigan,0.0,1978
Michigan,0.0,1979
Michigan,0.0,1980
Michigan,0.0,1981
Michigan,0.0,1982
Michigan,0.0,1983
Massachusetts,0.0,1969
Massachusetts,0.0,1970
Massachusetts,0.0,1971
Massachusetts,0.0,1972
Massachusetts,0.0,1973
Massachusetts,0.0,1974
Massachusetts,0.0,1975
Delaware,0.0,1969
Delaware,0.0,1970
Delaware,0.0,1971
Delaware,0.0,1972
Delaware,0.0,1973
Texas,1.0,1969
Texas,1.0,1970
Texas,1.0,1971
Texas,1.0,1972
Texas,1.0,1973
Iowa,0.0,1969
Iowa,0.0,1970
Iowa,0.0,1971
Iowa,0.0,1972
Iowa,0.0,1973
Iowa,0.0,1974
Iowa,0.0,1975
Iowa,0.0,1976
Iowa,0.0,1977
Iowa,0.0,1978
Iowa,0.0,1979
Iowa,0.0,1980
Iowa,0.0,1981
Iowa,0.0,1982
Iowa,0.0,1983
Illinois,0.0,1969
Illinois,0.0,1970
Illinois,0.0,1971
Illinois,0.0,1972
Illinois,0.0,1973
Indiana,0.0,1969
Indiana,0.0,1970
Indiana,0.0,1971
Indiana,0.0,1972
Indiana,0.0,1973
West Virginia,0.0,1969
West Virginia,0.0,1970
West Virginia,0.0,1971
West Virginia,0.0,1972
West Virginia,0.0,1973
West Virginia,0.0,1974
West Virginia,0.0,1975
West Virginia,0.0,1976
West Virginia,0.0,1977
Vermont,0.0,1969
Vermont,0.0,1970
Vermont,0.0,1971
Vermont,0.0,1972
Vermont,0.0,1973
South Dakota,0.0,1969
South Dakota,0.0,1970
South Dakota,0.0,1971
Maryland,1.0,1969
Maryland,1.0,1970
Maryland,1.0,1971
Maryland,1.0,1972
Maryland,1.0,1973
Maryland,1.0,1974
Maryland,1.0,1975
Maryland,1.0,1976
Maryland,1.0,1977
Maryland,1.0,1978
Maryland,1.0,1979
Rhode Island,1.0,1969
Rhode Island,1.0,1970
Rhode Island,1.0,1971
Rhode Island,1.0,1972
Rhode Island,1.0,1973
Montana,1.0,1969
Montana,1.0,1970
Montana,1.0,1971
Montana,1.0,1972
Montana,1.0,1973
New Hampshire,0.0,1969
New Hampshire,0.0,1970
New Hampshire,0.0,1971
New Hampshire,0.0,1972
New Hampshire,0.0,1973
Iowa,1.0,1969
North Carolina,1.0,1969
North Carolina,1.0,1970
North Carolina,1.0,1971
North Carolina,1.0,1972
North Carolina,1.0,1973
Illinois,1.0,1968
Illinois,1.0,1969
Alabama,1.0,1968
Alabama,1.0,1969
Alabama,1.0,1970
Alabama,1.0,1971
Mississippi,1.0,1968
Mississippi,1.0,1969
Mississippi,1.0,1970
Mississippi,1.0,1971
Mississippi,1.0,1972
Kentucky,0.0,1967
Kentucky,0.0,1968
Kentucky,0.0,1969
Kentucky,0.0,1970
Kentucky,0.0,1971
Maryland,0.0,1967
Maryland,0.0,1968
Maryland,0.0,1969
Pennsylvania,0.0,1967
Pennsylvania,0.0,1968
Pennsylvania,0.0,1969
Pennsylvania,0.0,1970
Pennsylvania,0.0,1971
Tennessee,1.0,1967
Tennessee,1.0,1968
Tennessee,1.0,1969
Tennessee,1.0,1970
Tennessee,1.0,1971
Tennessee,1.0,1959
Tennessee,1.0,1960
Tennessee,1.0,1961
Tennessee,1.0,1962
Tennessee,1.0,1963
Alabama,1.0,1967
Alabama,1.0,1968
Georgia,1.0,1967
Georgia,1.0,1968
Georgia,1.0,1969
Georgia,1.0,1970
Georgia,1.0,1971
Arkansas,0.0,1967
Arkansas,0.0,1968
Arkansas,0.0,1969
Arkansas,0.0,1970
Arkansas,0.0,1971
Oregon,0.0,1967
Oregon,0.0,1968
Oregon,0.0,1969
Oregon,0.0,1970
Oregon,0.0,1971
Oregon,0.0,1972
Oregon,0.0,1973
Oregon,0.0,1974
Oregon,0.0,1975
Oklahoma,0.0,1967
Oklahoma,0.0,1968
Oklahoma,0.0,1969
Oklahoma,0.0,1970
Oklahoma,0.0,1971
Kansas,1.0,1967
Kansas,1.0,1968
Kansas,1.0,1969
Kansas,1.0,1970
Kansas,1.0,1971
Kansas,1.0,1972
Kansas,1.0,1973
Kansas,1.0,1974
Kansas,1.0,1975
Nebraska,0.0,1967
Nebraska,0.0,1968
Nebraska,0.0,1969
Nebraska,0.0,1970
Nebraska,0.0,1971
Maine,1.0,1967
Maine,1.0,1968
Maine,1.0,1969
Maine,1.0,1970
Maine,1.0,1971
Maine,1.0,1972
Maine,1.0,1973
Maine,1.0,1974
Maine,1.0,1975
Florida,0.0,1967
Florida,0.0,1968
Florida,0.0,1969
Florida,0.0,1970
Florida,0.0,1971
California,0.0,1967
California,0.0,1968
California,0.0,1969
California,0.0,1970
California,0.0,1971
California,0.0,1972
California,0.0,1973
California,0.0,1974
California,0.0,1975
Idaho,0.0,1967
Idaho,0.0,1968
Idaho,0.0,1969
Idaho,0.0,1970
Idaho,0.0,1971
Arizona,0.0,1967
Arizona,0.0,1968
Arizona,0.0,1969
Arizona,0.0,1970
Arizona,0.0,1971
Arizona,0.0,1972
Arizona,0.0,1973
Arizona,0.0,1974
Arizona,0.0,1975
Nevada,0.0,1967
Nevada,0.0,1968
Nevada,0.0,1969
Nevada,0.0,1970
Nevada,0.0,1971
Minnesota,0.0,1967
Minnesota,0.0,1968
Minnesota,0.0,1969
Minnesota,0.0,1970
Minnesota,0.0,1971
Wyoming,0.0,1967
Wyoming,0.0,1968
Wyoming,0.0,1969
Wyoming,0.0,1970
Wyoming,0.0,1971
Wyoming,0.0,1972
Wyoming,0.0,1973
Wyoming,0.0,1974
Wyoming,0.0,1975
South Carolina,1.0,1965
South Carolina,1.0,1966
South Carolina,1.0,1967
South Carolina,1.0,1968
South Carolina,1.0,1969
South Carolina,1.0,1970
South Carolina,1.0,1971
Delaware,1.0,1965
Delaware,1.0,1966
Delaware,1.0,1967
Delaware,1.0,1968
Delaware,1.0,1969
West Virginia,1.0,1965
West Virginia,1.0,1966
West Virginia,1.0,1967
West Virginia,1.0,1968
West Virginia,1.0,1969
Indiana,1.0,1965
Indiana,1.0,1966
Indiana,1.0,1967
Indiana,1.0,1968
Indiana,1.0,1969
Missouri,1.0,1965
Missouri,1.0,1966
Missouri,1.0,1967
Missouri,1.0,1968
Missouri,1.0,1969
Missouri,1.0,1970
Missouri,1.0,1971
Missouri,1.0,1972
Missouri,1.0,1973
Washington,0.0,1965
Washington,0.0,1966
Washington,0.0,1967
Washington,0.0,1968
Washington,0.0,1969
Washington,0.0,1970
Washington,0.0,1971
Washington,0.0,1972
Washington,0.0,1973
Washington,0.0,1974
Washington,0.0,1975
Washington,0.0,1976
Washington,0.0,1977
Kansas,0.0,1965
Kansas,0.0,1966
Kansas,0.0,1967
Massachusetts,0.0,1965
Massachusetts,0.0,1966
Massachusetts,0.0,1967
Massachusetts,0.0,1968
Massachusetts,0.0,1969
Massachusetts,0.0,1961
Massachusetts,0.0,1962
Massachusetts,0.0,1963
South Dakota,0.0,1965
South Dakota,0.0,1966
South Dakota,0.0,1967
South Dakota,0.0,1968
South Dakota,0.0,1969
Florida,1.0,1965
Florida,1.0,1966
Florida,1.0,1967
Wisconsin,0.0,1965
Wisconsin,0.0,1966
Wisconsin,0.0,1967
Wisconsin,0.0,1968
Wisconsin,0.0,1969
Wisconsin,0.0,1970
Wisconsin,0.0,1971
Arizona,1.0,1965
Arizona,1.0,1966
Arizona,1.0,1967
Utah,1.0,1965
Utah,1.0,1966
Utah,1.0,1967
Utah,1.0,1968
Utah,1.0,1969
Utah,1.0,1970
Utah,1.0,1971
Utah,1.0,1972
Utah,1.0,1973
Utah,1.0,1974
Utah,1.0,1975
Utah,1.0,1976
Utah,1.0,1977
North Carolina,1.0,1965
North Carolina,1.0,1966
North Carolina,1.0,1967
North Carolina,1.0,1968
North Carolina,1.0,1969
Louisiana,1.0,1964
Louisiana,1.0,1965
Louisiana,1.0,1966
Louisiana,1.0,1967
Louisiana,1.0,1968
Louisiana,1.0,1969
Louisiana,1.0,1970
Louisiana,1.0,1971
Louisiana,1.0,1972
Mississippi,1.0,1964
Mississippi,1.0,1965
Mississippi,1.0,1966
Mississippi,1.0,1967
Mississippi,1.0,1968
Kentucky,1.0,1963
Kentucky,1.0,1964
Kentucky,1.0,1965
Kentucky,1.0,1966
Kentucky,1.0,1967
Minnesota,1.0,1963
Minnesota,1.0,1964
Minnesota,1.0,1965
Minnesota,1.0,1966
Minnesota,1.0,1967
Guam,1.0,1963
Guam,1.0,1964
Guam,1.0,1965
Guam,1.0,1966
Guam,1.0,1967
Guam,1.0,1968
Guam,1.0,1969
Iowa,1.0,1963
Iowa,1.0,1964
Iowa,1.0,1965
Iowa,1.0,1966
Iowa,1.0,1967
Iowa,1.0,1968
Iowa,1.0,1969
South Carolina,1.0,1963
South Carolina,1.0,1964
South Carolina,1.0,1965
Georgia,1.0,1963
Georgia,1.0,1964
Georgia,1.0,1965
Georgia,1.0,1966
Georgia,1.0,1967
Texas,1.0,1963
Texas,1.0,1964
Texas,1.0,1965
Texas,1.0,1966
Texas,1.0,1967
Texas,1.0,1968
Texas,1.0,1969
Pennsylvania,0.0,1963
Pennsylvania,0.0,1964
Pennsylvania,0.0,1965
Pennsylvania,0.0,1966
Pennsylvania,0.0,1967
Vermont,1.0,1963
Vermont,1.0,1964
Vermont,1.0,1965
Vermont,1.0,1966
Vermont,1.0,1967
Vermont,1.0,1968
Vermont,1.0,1969
Colorado,0.0,1963
Colorado,0.0,1964
Colorado,0.0,1965
Colorado,0.0,1966
Colorado,0.0,1967
Colorado,0.0,1968
Colorado,0.0,1969
Colorado,0.0,1970
Colorado,0.0,1971
Colorado,0.0,1972
Colorado,0.0,1973
Wyoming,0.0,1963
Wyoming,0.0,1964
Wyoming,0.0,1965
Wyoming,0.0,1966
Wyoming,0.0,1967
Wisconsin,1.0,1963
Wisconsin,1.0,1964
Wisconsin,1.0,1965
New Hampshire,1.0,1963
New Hampshire,1.0,1964
New Hampshire,1.0,1965
New Hampshire,1.0,1966
New Hampshire,1.0,1967
New Hampshire,1.0,1968
New Hampshire,1.0,1969
Massachusetts,1.0,1963
Massachusetts,1.0,1964
Massachusetts,1.0,1965
New Mexico,1.0,1963
New Mexico,1.0,1964
New Mexico,1.0,1965
New Mexico,1.0,1966
New Mexico,1.0,1967
Michigan,0.0,1963
Michigan,0.0,1964
Michigan,0.0,1965
Michigan,0.0,1966
Michigan,0.0,1967
Michigan,0.0,1968
Michigan,0.0,1969
Rhode Island,0.0,1963
Rhode Island,0.0,1964
Rhode Island,0.0,1965
Rhode Island,0.0,1966
Rhode Island,0.0,1967
Rhode Island,0.0,1968
Rhode Island,0.0,1969
Hawaii,1.0,1962
Hawaii,1.0,1963
Hawaii,1.0,1964
Hawaii,1.0,1965
Hawaii,1.0,1966
Hawaii,1.0,1967
Hawaii,1.0,1968
Hawaii,1.0,1969
Hawaii,1.0,1970
Hawaii,1.0,1971
Hawaii,1.0,1972
Hawaii,1.0,1973
Hawaii,1.0,1974
New Mexico,0.0,1962
New Mexico,0.0,1963
Montana,0.0,1962
Montana,0.0,1963
Montana,0.0,1964
Montana,0.0,1965
Montana,0.0,1966
Montana,0.0,1967
Montana,0.0,1968
Montana,0.0,1969
New Jersey,1.0,1962
New Jersey,1.0,1963
New Jersey,1.0,1964
New Jersey,1.0,1965
New Jersey,1.0,1966
New Jersey,1.0,1967
New Jersey,1.0,1968
New Jersey,1.0,1969
New Jersey,1.0,1970
Virginia,1.0,1962
Virginia,1.0,1963
Virginia,1.0,1964
Virginia,1.0,1965
Virginia,1.0,1966
Connecticut,1.0,1961
Connecticut,1.0,1962
Connecticut,1.0,1963
Connecticut,1.0,1964
Connecticut,1.0,1965
Connecticut,1.0,1966
Connecticut,1.0,1967
Connecticut,1.0,1968
Connecticut,1.0,1969
Connecticut,1.0,1970
Connecticut,1.0,1971
Delaware,1.0,1961
Delaware,1.0,1962
Delaware,1.0,1963
Delaware,1.0,1964
Delaware,1.0,1965
Delaware,1.0,1949
Delaware,1.0,1950
Delaware,1.0,1951
Delaware,1.0,1952
Delaware,1.0,1953
West Virginia,1.0,1961
West Virginia,1.0,1962
West Virginia,1.0,1963
West Virginia,1.0,1964
West Virginia,1.0,1965
Iowa,0.0,1961
Iowa,0.0,1962
Iowa,0.0,1963
Illinois,1.0,1961
Illinois,1.0,1962
Illinois,1.0,1963
Illinois,1.0,1964
Illinois,1.0,1965
Illinois,1.0,1966
Illinois,1.0,1967
Illinois,1.0,1968
Indiana,1.0,1961
Indiana,1.0,1962
Indiana,1.0,1963
Indiana,1.0,1964
Indiana,1.0,1965
Missouri,1.0,1961
Missouri,1.0,1962
Missouri,1.0,1963
Missouri,1.0,1964
Missouri,1.0,1965
Kansas,0.0,1961
Kansas,0.0,1962
Kansas,0.0,1963
Kansas,0.0,1964
Kansas,0.0,1965
Nebraska,1.0,1961
Nebraska,1.0,1962
Nebraska,1.0,1963
Nebraska,1.0,1964
Nebraska,1.0,1965
Nebraska,1.0,1966
Nebraska,1.0,1967
Vermont,0.0,1961
Vermont,0.0,1962
Vermont,0.0,1963
North Carolina,1.0,1961
North Carolina,1.0,1962
North Carolina,1.0,1963
North Carolina,1.0,1964
North Carolina,1.0,1965
North Dakota,1.0,1961
North Dakota,1.0,1962
North Dakota,1.0,1963
North Dakota,1.0,1964
North Dakota,1.0,1965
North Dakota,1.0,1966
North Dakota,1.0,1967
North Dakota,1.0,1968
North Dakota,1.0,1969
North Dakota,1.0,1970
North Dakota,1.0,1971
North Dakota,1.0,1972
North Dakota,1.0,1973
Montana,0.0,1961
Montana,0.0,1962
South Dakota,0.0,1961
South Dakota,0.0,1962
South Dakota,0.0,1963
South Dakota,0.0,1964
South Dakota,0.0,1965
Florida,1.0,1961
Florida,1.0,1962
Florida,1.0,1963
Florida,1.0,1964
Florida,1.0,1965
Rhode Island,1.0,1961
Rhode Island,1.0,1962
Rhode Island,1.0,1963
Michigan,1.0,1961
Michigan,1.0,1962
Michigan,1.0,1963
Minnesota,0.0,1961
Minnesota,0.0,1962
Minnesota,0.0,1963
Wyoming,1.0,1961
Wyoming,1.0,1962
Wyoming,1.0,1963
New Mexico,0.0,1961
New Mexico,0.0,1962
New Mexico,0.0,1957
New Mexico,0.0,1958
New Mexico,0.0,1959
New Mexico,0.0,1951
New Mexico,0.0,1952
New Mexico,0.0,1953
New Mexico,0.0,1954
New Mexico,0.0,1955
Virgin Islands,1.0,1961
Virgin Islands,1.0,1962
Virgin Islands,1.0,1963
Virgin Islands,1.0,1964
Virgin Islands,1.0,1965
Virgin Islands,1.0,1966
Virgin Islands,1.0,1967
Virgin Islands,1.0,1968
Virgin Islands,1.0,1969
Delaware,0.0,1960
Delaware,0.0,1961
Nebraska,0.0,1960
Nebraska,0.0,1961
Louisiana,1.0,1960
Louisiana,1.0,1961
Louisiana,1.0,1962
Louisiana,1.0,1963
Louisiana,1.0,1964
Louisiana,1.0,1944
Louisiana,1.0,1945
Louisiana,1.0,1946
Louisiana,1.0,1947
Louisiana,1.0,1948
Mississippi,1.0,1960
Mississippi,1.0,1961
Mississippi,1.0,1962
Mississippi,1.0,1963
Mississippi,1.0,1964
Kentucky,1.0,1959
Kentucky,1.0,1960
Kentucky,1.0,1961
Kentucky,1.0,1962
Kentucky,1.0,1963
Maine,0.0,1959
Maine,0.0,1960
Maine,0.0,1961
Maine,0.0,1962
Maine,0.0,1963
Maine,0.0,1964
Maine,0.0,1965
Maine,0.0,1966
Maine,0.0,1967
South Carolina,1.0,1959
South Carolina,1.0,1960
South Carolina,1.0,1961
South Carolina,1.0,1962
South Carolina,1.0,1963
Pennsylvania,1.0,1959
Pennsylvania,1.0,1960
Pennsylvania,1.0,1961
Pennsylvania,1.0,1962
Pennsylvania,1.0,1963
Alabama,1.0,1959
Alabama,1.0,1960
Alabama,1.0,1961
Alabama,1.0,1962
Alabama,1.0,1963
Maryland,1.0,1959
Maryland,1.0,1960
Maryland,1.0,1961
Maryland,1.0,1962
Maryland,1.0,1963
Maryland,1.0,1964
Maryland,1.0,1965
Maryland,1.0,1966
Maryland,1.0,1967
Georgia,1.0,1959
Georgia,1.0,1960
Georgia,1.0,1961
Georgia,1.0,1962
Georgia,1.0,1963
Ohio,1.0,1959
Ohio,1.0,1960
Ohio,1.0,1961
Ohio,1.0,1962
Ohio,1.0,1963
Oregon,0.0,1959
Oregon,0.0,1960
Oregon,0.0,1961
Oregon,0.0,1962
Oregon,0.0,1963
Oregon,0.0,1964
Oregon,0.0,1965
Oregon,0.0,1966
Oregon,0.0,1967
Nebraska,1.0,1959
Nebraska,1.0,1960
Vermont,0.0,1959
Vermont,0.0,1960
Vermont,0.0,1961
Oklahoma,1.0,1959
Oklahoma,1.0,1960
Oklahoma,1.0,1961
Oklahoma,1.0,1962
Oklahoma,1.0,1963
Maine,1.0,1959
Rhode Island,0.0,1959
Rhode Island,0.0,1960
Rhode Island,0.0,1961
South Dakota,1.0,1959
South Dakota,1.0,1960
South Dakota,1.0,1961
California,1.0,1959
California,1.0,1960
California,1.0,1961
California,1.0,1962
California,1.0,1963
California,1.0,1964
California,1.0,1965
California,1.0,1966
California,1.0,1967
Wisconsin,1.0,1959
Wisconsin,1.0,1960
Wisconsin,1.0,1961
Wisconsin,1.0,1962
Wisconsin,1.0,1963
Arizona,0.0,1959
Arizona,0.0,1960
Arizona,0.0,1961
Arizona,0.0,1962
Arizona,0.0,1963
Arizona,0.0,1964
Arizona,0.0,1965
Wyoming,1.0,1959
Wyoming,1.0,1960
Wyoming,1.0,1961
Nevada,1.0,1959
Nevada,1.0,1960
Nevada,1.0,1961
Nevada,1.0,1962
Nevada,1.0,1963
Nevada,1.0,1964
Nevada,1.0,1965
Nevada,1.0,1966
Nevada,1.0,1967
Maine,0.0,1959
New Hampshire,0.0,1959
New Hampshire,0.0,1960
New Hampshire,0.0,1961
New Hampshire,0.0,1962
New Hampshire,0.0,1963
New Mexico,1.0,1959
New Mexico,1.0,1960
New Mexico,1.0,1961
New York,0.0,1959
New York,0.0,1960
New York,0.0,1961
New York,0.0,1962
New York,0.0,1963
New York,0.0,1964
New York,0.0,1965
New York,0.0,1966
New York,0.0,1967
New York,0.0,1968
New York,0.0,1969
New York,0.0,1970
New York,0.0,1971
New York,0.0,1972
New York,0.0,1973
Virginia,1.0,1958
Virginia,1.0,1959
Virginia,1.0,1960
Virginia,1.0,1961
Virginia,1.0,1962
Hawaii,0.0,1957
Hawaii,0.0,1958
Hawaii,0.0,1959
Hawaii,0.0,1960
Hawaii,0.0,1961
Hawaii,0.0,1962
Iowa,1.0,1957
Iowa,1.0,1958
Iowa,1.0,1959
Iowa,1.0,1960
Iowa,1.0,1961
Texas,1.0,1957
Texas,1.0,1958
Texas,1.0,1959
Texas,1.0,1960
Texas,1.0,1961
Texas,1.0,1962
Texas,1.0,1963
Indiana,0.0,1957
Indiana,0.0,1958
Indiana,0.0,1959
Indiana,0.0,1960
Indiana,0.0,1961
Ohio,0.0,1957
Ohio,0.0,1958
Ohio,0.0,1959
Oregon,1.0,1957
Oregon,1.0,1958
Oregon,1.0,1959
Missouri,1.0,1957
Missouri,1.0,1958
Missouri,1.0,1959
Missouri,1.0,1960
Missouri,1.0,1961
Washington,1.0,1957
Washington,1.0,1958
Washington,1.0,1959
Washington,1.0,1960
Washington,1.0,1961
Washington,1.0,1962
Washington,1.0,1963
Washington,1.0,1964
Washington,1.0,1965
Kansas,1.0,1957
Kansas,1.0,1958
Kansas,1.0,1959
Kansas,1.0,1960
Kansas,1.0,1961
North Dakota,0.0,1957
North Dakota,0.0,1958
North Dakota,0.0,1959
North Dakota,0.0,1960
North Dakota,0.0,1961
Colorado,1.0,1957
Colorado,1.0,1958
Colorado,1.0,1959
Colorado,1.0,1960
Colorado,1.0,1961
Colorado,1.0,1962
Colorado,1.0,1963
Utah,0.0,1957
Utah,0.0,1956
Utah,0.0,1955
Utah,0.0,1954
Utah,0.0,1953
Utah,0.0,1952
Utah,0.0,1951
Utah,0.0,1950
Utah,0.0,1949
Utah,0.0,1948
Utah,0.0,1947
Utah,0.0,1946
Utah,0.0,1945
Utah,0.0,1944
Utah,0.0,1943
Utah,0.0,1942
Utah,0.0,1941
Utah,0.0,1940
Utah,0.0,1939
Utah,0.0,1938
Utah,0.0,1937
Utah,0.0,1936
Utah,0.0,1935
Utah,0.0,1934
Utah,0.0,1933
Utah,0.0,1932
Utah,0.0,1931
Utah,0.0,1930
Utah,0.0,1929
Utah,0.0,1928
Utah,0.0,1927
Utah,0.0,1926
Utah,0.0,1925
Utah,0.0,1924
Utah,0.0,1923
Utah,0.0,1922
Utah,0.0,1921
Utah,0.0,1920
Utah,0.0,1919
Utah,0.0,1918
Utah,0.0,1917
Utah,0.0,1916
Utah,0.0,1915
Utah,0.0,1914
Utah,0.0,1913
Utah,0.0,1912
Utah,0.0,1911
Utah,0.0,1910
Utah,0.0,1909
Utah,0.0,1908
Utah,0.0,1907
Utah,0.0,1906
Utah,0.0,1905
Wisconsin,0.0,1957
Wisconsin,0.0,1958
Wisconsin,0.0,1959
